nitrogen,phosphorus,potassium,ph,moisture,soil_temperature,ec,rainfall,air_temperature,air_humidity,season,season_code,soil_type,soil_type_code,crop
90.75,81.49,86.17,7.02,38.8,29.7,468,593.5,23.8,60.5,kharif,0,red,1,sunflower_kharif
77.67,47.18,59.62,7.92,37.9,29.6,633,377.9,36.5,58.2,rabi,1,alluvial,2,pomegranate
29.55,56.71,34.68,7.28,50.8,32.6,236,542.9,36.8,72.7,kharif,0,sandy,4,moong_kharif
87.47,55.94,67.65,5.75,37.4,29.9,226,614.3,25.3,50.0,kharif,0,red,1,jowar_kharif
118.37,60.33,56.57,6.86,60.9,18.1,380,465.2,18.6,52.0,rabi,1,black_cotton,0,wheat
51.79,65.67,61.59,7.1,46.4,22.3,208,267.8,17.1,52.4,rabi,1,black_cotton,0,safflower
88.89,64.27,72.86,7.85,51.0,26.2,569,412.3,27.3,71.2,kharif,0,red,1,jowar_kharif
41.18,99.05,65.36,6.63,46.3,26.3,199,815.9,31.4,77.2,kharif,0,red,1,soybean
42.0,47.5,62.8,7.74,30.3,18.5,395,353.6,21.8,50.4,rabi,1,black_cotton,0,safflower
30.38,61.37,72.9,6.86,51.5,26.9,642,661.8,23.4,84.3,kharif,0,red,1,soybean
27.63,49.33,45.93,6.55,40.0,29.8,256,730.7,30.9,68.8,kharif,0,alluvial,2,tur_arhar
91.18,42.69,55.38,7.42,38.4,21.6,544,444.4,17.9,53.0,rabi,1,black_cotton,0,jowar_rabi
155.26,63.95,73.65,6.58,46.5,19.1,604,333.5,17.5,57.0,rabi,1,red,1,rabi_maize
87.59,69.78,75.43,6.08,56.7,29.8,215,456.1,33.5,67.1,zaid,2,sandy,4,cucumber
35.42,85.24,63.64,7.04,46.8,31.8,270,588.2,27.2,68.8,kharif,0,sandy,4,groundnut
23.75,65.08,56.69,6.26,31.3,29.4,255,660.6,28.1,71.6,kharif,0,black_cotton,0,tur_arhar
33.64,70.64,59.1,6.59,54.7,18.2,328,253.8,27.0,50.2,rabi,1,red,1,moong_rabi
86.15,63.66,96.44,6.68,58.5,26.0,301,262.4,13.7,45.9,rabi,1,red,1,onion
62.73,56.48,47.9,6.94,45.8,16.6,388,488.0,27.3,31.9,rabi,1,black_cotton,0,safflower
129.29,78.75,94.09,7.5,66.2,31.3,231,486.5,22.1,67.9,rabi,1,alluvial,2,chilli
64.65,57.02,45.07,7.79,29.9,19.6,624,400.3,24.4,53.8,rabi,1,black_cotton,0,safflower
32.31,53.08,29.95,6.85,40.8,25.2,434,333.4,17.7,46.3,rabi,1,alluvial,2,moong_rabi
104.99,80.78,39.87,7.38,62.1,21.4,267,324.4,19.5,49.3,rabi,1,alluvial,2,wheat
98.74,55.07,82.2,5.99,53.6,28.8,220,442.9,24.5,64.3,zaid,2,alluvial,2,cucumber
129.33,46.73,55.03,6.61,81.1,21.9,331,1077.6,24.1,86.0,kharif,0,alluvial,2,rice
121.15,59.19,81.8,6.36,81.5,27.0,265,1152.0,22.6,73.2,kharif,0,alluvial,2,rice
34.83,72.95,59.7,7.29,47.5,30.2,246,625.9,30.4,73.7,kharif,0,alluvial,2,groundnut
43.72,50.03,33.43,6.03,46.6,17.2,351,475.8,12.5,51.9,rabi,1,red,1,linseed
33.42,55.41,41.46,6.05,36.7,27.0,396,393.8,30.6,69.4,kharif,0,black_cotton,0,urad
48.89,101.8,55.59,7.14,48.6,25.8,451,761.6,29.3,82.5,kharif,0,red,1,soybean
30.9,85.19,67.17,7.15,49.5,25.2,393,642.6,30.5,69.4,kharif,0,red,1,groundnut
64.43,47.57,58.39,6.39,36.4,12.4,378,400.4,16.0,51.8,rabi,1,red,1,linseed
22.18,80.72,51.53,7.13,53.6,32.1,293,730.2,33.9,57.5,kharif,0,sandy,4,groundnut
39.86,60.55,73.35,6.5,56.7,26.1,365,738.0,27.5,69.4,kharif,0,alluvial,2,groundnut
15.1,62.2,42.2,6.19,30.3,29.7,347,590.5,25.3,73.4,kharif,0,alluvial,2,moong_kharif
94.94,69.98,82.13,7.4,47.3,14.2,441,445.6,13.5,43.5,rabi,1,alluvial,2,sunflower_rabi
115.58,83.68,68.18,7.18,59.0,21.0,201,697.2,25.9,69.0,kharif,0,alluvial,2,maize_kharif
151.23,64.18,70.67,7.17,51.4,32.6,947,735.0,31.9,70.0,kharif,0,black_cotton,0,cotton
97.7,54.11,41.58,7.55,52.8,24.0,259,394.8,17.3,35.2,rabi,1,red,1,jowar_rabi
74.93,32.83,56.76,6.29,23.4,30.4,430,528.5,36.6,52.0,kharif,0,red,1,bajra
31.85,77.49,76.21,6.65,35.9,30.5,270,588.3,31.6,59.8,kharif,0,red,1,groundnut
65.72,46.96,49.81,6.42,38.3,14.5,537,232.5,9.0,38.5,rabi,1,black_cotton,0,mustard
24.13,61.59,49.62,6.42,39.1,18.5,477,300.1,12.8,47.3,rabi,1,red,1,chickpea
18.0,63.7,33.4,6.96,33.0,34.0,188,564.2,28.4,58.0,kharif,0,alluvial,2,moong_kharif
93.56,44.72,40.35,6.66,24.1,32.8,260,521.9,33.7,46.6,kharif,0,laterite,3,bajra
92.32,50.36,54.19,6.77,20.5,27.9,313,294.1,29.0,46.9,kharif,0,laterite,3,bajra
74.04,58.08,55.76,6.04,48.0,22.5,259,351.3,19.2,52.5,rabi,1,black_cotton,0,linseed
70.93,57.06,76.33,6.88,50.8,22.2,415,302.2,21.9,54.9,zaid,2,red,1,grapes
111.67,43.32,101.09,7.12,90.6,23.0,366,951.9,30.4,77.2,kharif,0,laterite,3,rice
84.3,46.31,41.24,7.26,45.1,27.4,418,374.0,26.3,64.8,kharif,0,black_cotton,0,jowar_kharif
15.86,67.99,38.05,6.51,31.8,24.2,245,711.9,24.8,63.3,kharif,0,alluvial,2,tur_arhar
155.34,81.97,89.29,6.24,45.9,29.8,506,477.4,24.2,76.8,kharif,0,red,1,maize_kharif
55.16,61.24,61.81,6.87,38.9,25.0,508,811.5,25.6,84.6,kharif,0,red,1,soybean
36.17,71.69,62.68,7.2,51.0,25.0,407,951.6,24.3,81.4,kharif,0,red,1,soybean
46.61,97.01,67.96,6.79,46.7,24.8,384,749.9,26.7,82.9,kharif,0,red,1,soybean
197.1,53.4,332.65,7.16,74.3,31.1,725,1038.7,27.6,82.6,kharif,0,alluvial,2,banana
90.94,56.36,76.73,6.9,43.9,32.0,536,231.2,24.7,63.1,zaid,2,sandy,4,watermelon
46.24,81.6,51.47,6.07,58.3,31.6,717,901.4,25.6,68.2,kharif,0,red,1,soybean
16.8,54.0,59.9,6.8,44.7,34.8,336,412.9,33.9,60.9,kharif,0,black_cotton,0,urad
64.5,88.88,73.91,6.69,51.9,29.8,507,868.1,29.6,81.8,kharif,0,black_cotton,0,soybean
73.6,59.92,66.59,7.13,30.2,24.9,364,704.4,27.2,64.3,kharif,0,red,1,jowar_kharif
99.3,74.48,122.3,6.87,45.9,23.3,406,278.5,17.2,75.6,kharif,0,alluvial,2,tomato
32.69,75.46,61.07,7.64,35.4,22.4,354,390.6,12.3,55.3,rabi,1,black_cotton,0,chickpea
100.5,42.08,58.97,6.21,90.2,22.6,521,1119.9,31.1,80.2,kharif,0,alluvial,2,rice
110.07,59.17,77.31,7.34,44.8,31.8,479,630.4,38.2,62.0,kharif,0,black_cotton,0,cotton
233.23,62.11,155.24,7.03,68.2,31.7,701,978.1,34.4,68.4,kharif,0,alluvial,2,sugarcane
23.71,49.91,33.42,7.33,34.3,31.6,90,454.5,28.2,51.1,kharif,0,alluvial,2,moong_kharif
151.13,68.27,83.61,5.92,69.0,21.7,542,862.5,21.3,62.3,kharif,0,alluvial,2,maize_kharif
18.1,53.2,49.3,6.57,43.5,25.7,96,683.5,34.9,69.4,kharif,0,alluvial,2,moong_kharif
63.57,76.53,78.26,6.64,43.8,21.3,295,764.9,27.3,56.3,kharif,0,black_cotton,0,sunflower_kharif
21.93,64.88,81.16,6.18,59.5,24.7,160,782.0,31.9,52.0,kharif,0,red,1,groundnut
106.2,74.9,51.13,7.23,61.0,15.7,288,321.6,23.2,43.5,rabi,1,black_cotton,0,wheat
211.24,60.61,261.04,6.45,70.4,24.9,539,817.4,33.3,80.8,kharif,0,black_cotton,0,banana
31.04,50.58,59.58,5.84,31.2,32.1,219,451.2,35.1,55.6,kharif,0,red,1,sesame
92.67,62.38,84.73,6.23,58.5,22.0,263,234.8,25.4,68.6,rabi,1,red,1,onion
21.59,61.59,39.14,6.09,36.0,34.5,247,460.5,28.4,54.1,kharif,0,black_cotton,0,urad
38.24,78.9,84.99,7.36,52.8,33.2,440,741.1,26.7,59.0,kharif,0,red,1,groundnut
76.0,63.69,73.9,7.47,56.0,27.7,269,606.5,28.6,68.2,kharif,0,red,1,sunflower_kharif
237.69,89.76,285.63,6.05,63.3,26.5,448,838.0,26.0,95.1,kharif,0,alluvial,2,banana
124.71,63.67,83.27,7.56,42.9,20.4,557,372.9,13.6,42.5,rabi,1,alluvial,2,rabi_maize
19.11,64.89,34.54,6.29,56.3,30.4,308,529.4,27.9,55.7,kharif,0,red,1,tur_arhar
26.95,68.96,49.71,6.71,32.9,30.5,167,482.9,39.5,63.7,kharif,0,alluvial,2,urad
93.95,70.83,64.17,6.55,42.9,25.5,417,359.7,26.9,60.9,rabi,1,red,1,jowar_rabi
34.66,44.65,46.09,6.46,53.0,29.9,333,615.8,31.7,64.1,kharif,0,black_cotton,0,urad
67.4,50.1,60.5,6.92,33.0,23.4,693,483.9,26.7,49.5,rabi,1,black_cotton,0,safflower
95.92,49.46,58.74,7.41,43.4,24.5,446,462.1,22.5,43.2,rabi,1,black_cotton,0,jowar_rabi
76.53,78.71,95.2,7.39,48.1,27.0,295,408.8,24.4,45.9,zaid,2,alluvial,2,watermelon
92.93,64.34,87.52,6.22,70.2,25.0,151,997.1,31.6,83.1,kharif,0,laterite,3,rice
51.12,45.52,108.84,7.34,50.5,23.8,470,221.3,22.7,40.7,rabi,1,red,1,grapes
84.55,73.84,71.89,6.41,60.9,29.6,537,330.9,26.6,44.5,zaid,2,sandy,4,watermelon
92.04,57.54,99.17,6.74,55.1,30.9,479,485.6,24.5,67.5,kharif,0,sandy,4,cucumber
179.26,105.6,134.83,6.83,60.6,22.6,331,1327.2,28.7,86.5,rabi,1,alluvial,2,sugarcane
83.06,62.14,72.73,6.88,52.8,30.9,172,453.0,26.4,45.9,zaid,2,alluvial,2,watermelon
26.8,67.3,56.1,6.52,40.7,31.3,421,401.0,34.6,66.0,kharif,0,black_cotton,0,urad
92.86,54.0,71.41,6.49,61.3,32.6,349,318.1,33.1,47.2,zaid,2,sandy,4,watermelon
26.78,62.34,36.93,7.14,33.1,25.4,157,641.2,31.8,54.2,kharif,0,red,1,urad
141.27,87.51,77.46,6.5,55.2,17.1,613,427.5,13.5,63.2,rabi,1,alluvial,2,rabi_maize
71.54,50.35,51.62,7.41,31.4,23.0,509,322.4,18.0,49.6,rabi,1,red,1,jowar_rabi
57.36,56.63,34.53,6.17,48.5,13.2,312,476.9,20.3,44.4,rabi,1,red,1,linseed
84.53,79.32,68.64,7.51,37.1,19.7,372,330.5,10.8,43.0,rabi,1,alluvial,2,sunflower_rabi
121.1,68.32,77.24,7.37,39.4,27.3,654,675.5,36.4,69.7,kharif,0,black_cotton,0,cotton
36.2,79.6,78.84,7.0,42.9,25.2,319,879.2,32.8,68.3,kharif,0,black_cotton,0,soybean
21.62,67.04,45.17,8.02,22.3,16.6,254,408.9,21.7,46.8,rabi,1,red,1,chickpea
19.89,49.94,42.1,7.03,36.1,29.3,394,497.5,30.3,64.5,kharif,0,alluvial,2,moong_kharif
153.0,56.33,61.86,7.48,46.6,27.7,673,747.8,34.6,56.8,kharif,0,black_cotton,0,cotton
98.96,54.98,33.15,6.93,37.8,36.8,177,288.9,39.1,61.0,kharif,0,laterite,3,bajra
32.01,61.89,33.13,6.74,39.8,26.0,279,799.1,26.6,62.7,kharif,0,red,1,tur_arhar
120.54,94.94,162.96,6.7,47.4,28.1,461,357.0,25.8,52.0,rabi,1,red,1,tomato
153.81,53.6,101.63,6.54,75.2,24.1,223,900.6,22.0,72.2,kharif,0,alluvial,2,turmeric
23.71,80.84,44.16,7.15,40.9,25.7,431,764.6,25.8,68.1,kharif,0,black_cotton,0,tur_arhar
65.5,60.2,84.87,7.06,43.6,32.3,385,376.4,33.8,40.2,zaid,2,alluvial,2,watermelon
37.49,54.5,46.48,7.19,40.8,16.8,390,389.6,16.2,46.4,rabi,1,red,1,chickpea
98.57,63.1,61.42,7.31,38.0,20.4,580,432.1,19.6,41.6,rabi,1,black_cotton,0,sunflower_rabi
104.04,53.09,62.6,6.42,42.2,33.5,382,281.8,29.0,36.7,zaid,2,alluvial,2,watermelon
61.8,47.0,51.2,7.53,48.1,25.3,572,345.9,18.6,46.6,rabi,1,black_cotton,0,safflower
129.63,72.29,106.38,7.23,40.8,26.8,605,482.9,27.9,57.7,kharif,0,red,1,chilli
53.77,88.67,65.11,6.68,61.4,28.9,374,850.6,32.7,84.0,kharif,0,black_cotton,0,soybean
121.27,67.48,61.34,5.74,78.6,23.3,301,1241.1,29.2,76.4,kharif,0,laterite,3,rice
28.21,40.65,30.94,6.25,39.8,28.9,292,565.7,28.1,71.2,kharif,0,red,1,moong_kharif
71.4,51.06,39.02,7.51,26.8,34.8,403,338.6,34.6,38.9,kharif,0,sandy,4,bajra
119.67,65.3,111.05,6.22,42.8,29.2,337,719.9,25.5,50.1,kharif,0,alluvial,2,chilli
15.83,52.78,54.65,6.85,56.3,32.2,140,412.8,35.1,73.7,kharif,0,red,1,urad
166.41,56.99,240.51,6.65,79.9,28.4,598,1330.8,35.9,77.0,kharif,0,alluvial,2,banana
94.24,37.01,45.91,7.52,25.6,31.8,263,421.8,27.9,36.6,kharif,0,laterite,3,bajra
161.71,85.56,88.27,7.23,69.0,27.2,413,569.4,22.7,74.8,kharif,0,red,1,maize_kharif
113.58,66.69,95.0,7.06,31.1,31.0,851,638.4,30.6,53.7,kharif,0,black_cotton,0,cotton
15.22,56.67,31.19,6.94,38.9,30.6,311,487.3,31.8,73.7,kharif,0,red,1,urad
92.73,54.33,92.54,7.34,57.7,30.1,431,254.1,39.1,35.9,zaid,2,sandy,4,watermelon
29.85,68.08,44.36,6.61,40.8,29.2,170,412.4,26.2,46.8,kharif,0,alluvial,2,urad
96.71,43.32,38.12,6.01,33.0,33.5,500,305.5,28.7,41.7,kharif,0,laterite,3,bajra
101.12,52.09,94.83,7.51,48.6,37.4,413,220.3,26.9,54.6,zaid,2,sandy,4,watermelon
21.5,68.9,32.7,6.62,36.4,37.6,305,665.7,35.7,48.9,kharif,0,black_cotton,0,urad
29.83,66.88,46.74,5.93,48.6,32.3,299,619.6,36.0,45.6,kharif,0,alluvial,2,urad
93.76,78.0,64.47,6.13,60.7,23.3,438,493.0,17.5,43.6,rabi,1,alluvial,2,rabi_maize
20.39,64.18,44.63,7.07,28.5,23.9,345,416.2,24.6,36.1,rabi,1,alluvial,2,moong_rabi
72.55,52.8,86.03,7.51,31.1,23.4,1058,471.5,22.7,50.2,zaid,2,red,1,grapes
17.6,55.6,38.9,6.13,46.6,31.3,202,535.0,30.3,74.9,kharif,0,alluvial,2,moong_kharif
152.93,88.07,106.89,6.3,66.5,28.6,776,903.8,32.9,76.6,kharif,0,black_cotton,0,sugarcane
28.9,59.3,59.9,7.29,45.9,34.1,300,408.4,31.2,55.9,kharif,0,alluvial,2,moong_kharif
22.72,60.58,41.92,5.92,44.1,35.0,353,668.8,32.8,67.5,kharif,0,sandy,4,moong_kharif
23.42,80.49,44.99,7.16,46.8,28.4,488,540.1,33.5,55.7,kharif,0,black_cotton,0,tur_arhar
67.6,56.59,51.89,7.09,40.6,32.4,371,325.3,35.8,47.5,kharif,0,red,1,bajra
86.52,79.32,72.87,6.5,54.3,28.0,335,330.4,30.9,45.2,zaid,2,alluvial,2,watermelon
109.06,64.22,61.27,5.73,78.7,27.8,223,1596.4,26.9,75.5,kharif,0,laterite,3,rice
90.61,31.54,57.15,6.76,37.8,24.4,170,411.5,36.3,35.9,kharif,0,sandy,4,bajra
94.22,59.82,118.09,6.66,62.0,25.1,604,613.1,28.7,66.3,kharif,0,alluvial,2,chilli
104.5,62.64,75.43,7.01,50.9,27.8,548,617.9,33.9,63.9,kharif,0,black_cotton,0,cotton
59.98,44.61,65.04,7.32,56.6,26.8,1229,350.6,25.0,35.8,zaid,2,alluvial,2,grapes
41.0,52.3,51.0,7.16,30.2,14.7,305,348.6,27.6,33.2,rabi,1,black_cotton,0,safflower
22.14,57.03,42.04,6.98,53.2,27.0,254,823.0,32.2,59.3,kharif,0,alluvial,2,tur_arhar
120.43,81.76,149.2,6.84,60.9,21.6,227,879.4,28.7,85.8,kharif,0,red,1,turmeric
65.61,45.43,86.77,6.52,42.7,23.1,512,220.9,26.9,45.0,rabi,1,black_cotton,0,grapes
120.49,48.51,69.12,6.65,31.8,27.8,496,424.8,23.3,52.5,kharif,0,alluvial,2,pomegranate
117.55,85.69,83.11,7.33,62.8,23.6,343,516.6,24.0,74.6,kharif,0,black_cotton,0,maize_kharif
89.4,47.16,95.78,6.66,42.7,25.1,568,826.7,34.8,49.0,rabi,1,red,1,orange
32.15,94.47,39.23,6.8,52.2,25.6,423,867.4,25.8,77.9,kharif,0,red,1,soybean
103.43,66.42,117.17,7.39,58.4,26.4,469,344.2,25.7,48.6,rabi,1,red,1,onion
250.71,73.59,278.6,7.16,61.7,22.7,402,1561.4,21.7,84.1,kharif,0,alluvial,2,banana
119.49,56.99,146.0,6.05,60.5,23.9,379,1048.2,26.7,73.7,kharif,0,laterite,3,turmeric
27.43,73.6,51.04,6.43,44.3,16.4,290,438.2,23.1,47.2,rabi,1,red,1,chickpea
67.77,43.94,55.81,7.08,33.1,22.9,314,441.2,18.8,50.0,rabi,1,red,1,jowar_rabi
40.43,34.35,63.13,7.87,52.5,26.3,1063,181.6,19.0,56.8,rabi,1,black_cotton,0,grapes
235.87,95.15,114.85,7.24,79.9,30.2,549,956.5,33.7,87.8,kharif,0,alluvial,2,sugarcane
33.36,52.85,32.71,6.79,41.1,37.2,252,394.7,32.8,37.2,kharif,0,sandy,4,sesame
86.6,62.9,69.6,7.48,37.7,17.1,312,418.4,17.2,34.4,rabi,1,alluvial,2,mustard
15.37,41.53,34.14,7.44,51.8,31.0,329,669.3,35.0,52.8,kharif,0,black_cotton,0,urad
56.52,88.6,48.14,7.41,40.9,29.8,610,866.4,31.3,76.9,kharif,0,black_cotton,0,soybean
65.02,63.62,46.26,7.49,42.5,20.7,432,219.5,15.3,43.4,rabi,1,red,1,jowar_rabi
156.05,61.03,67.27,7.18,54.7,20.9,530,654.5,24.7,64.7,kharif,0,red,1,maize_kharif
98.12,96.03,140.4,6.61,59.0,22.4,556,407.4,24.1,57.5,zaid,2,red,1,tomato
176.87,61.81,331.62,7.06,81.2,30.5,746,1432.5,33.1,83.1,zaid,2,black_cotton,0,banana
81.75,44.59,36.55,6.88,53.2,13.0,137,453.5,18.6,59.3,rabi,1,red,1,linseed
87.78,51.33,60.3,7.29,59.9,15.8,541,468.1,25.1,72.8,rabi,1,alluvial,2,wheat
80.25,67.94,55.46,7.25,65.7,15.6,289,428.5,13.8,55.2,rabi,1,alluvial,2,wheat
98.11,42.0,62.7,7.04,90.0,23.2,205,1076.7,29.3,79.2,kharif,0,alluvial,2,rice
124.74,72.33,74.99,6.08,47.0,22.4,508,723.4,27.3,63.0,kharif,0,black_cotton,0,maize_kharif
35.4,61.63,56.69,7.11,40.8,28.2,456,551.0,28.4,67.4,kharif,0,red,1,tur_arhar
30.94,49.9,29.98,6.24,30.8,29.1,255,416.7,28.7,61.7,kharif,0,alluvial,2,moong_kharif
82.46,62.12,116.98,6.45,53.6,21.8,562,483.3,15.0,63.4,rabi,1,alluvial,2,onion
80.36,53.28,72.24,6.53,90.1,24.0,349,1611.5,28.1,81.4,kharif,0,laterite,3,rice
62.44,70.25,94.86,6.13,66.3,28.9,289,436.8,31.6,60.3,kharif,0,alluvial,2,cucumber
45.38,46.08,62.73,6.7,51.9,25.3,1048,275.0,22.2,52.1,rabi,1,alluvial,2,grapes
30.39,65.05,68.55,7.35,50.9,26.4,521,942.8,25.6,78.3,kharif,0,red,1,soybean
194.16,67.28,150.62,6.44,51.4,30.8,392,1424.7,21.8,81.6,kharif,0,alluvial,2,sugarcane
99.95,62.06,44.49,7.87,34.4,18.5,326,207.3,15.9,43.2,rabi,1,red,1,jowar_rabi
152.97,52.53,87.38,7.8,46.5,26.9,601,714.9,34.0,67.3,kharif,0,black_cotton,0,cotton
113.58,51.61,94.26,6.86,55.4,26.3,843,704.7,37.4,50.9,kharif,0,black_cotton,0,cotton
132.21,61.39,81.05,6.47,49.5,22.0,467,510.6,24.8,63.8,kharif,0,black_cotton,0,maize_kharif
30.3,98.9,46.73,6.29,50.4,26.5,566,750.3,25.5,79.9,kharif,0,red,1,soybean
85.09,59.08,96.02,5.98,93.3,26.3,188,1408.9,29.3,80.7,kharif,0,alluvial,2,rice
81.57,34.71,52.75,6.84,35.2,34.6,463,405.1,35.2,47.8,kharif,0,laterite,3,bajra
129.93,92.11,64.83,6.8,52.2,21.5,381,688.1,26.0,75.9,kharif,0,red,1,maize_kharif
24.88,64.27,33.51,6.54,41.0,29.3,439,792.2,27.8,77.2,kharif,0,red,1,tur_arhar
64.32,39.37,48.61,6.46,29.1,35.0,228,374.0,31.2,28.1,kharif,0,sandy,4,bajra
91.11,50.87,42.34,6.21,36.9,11.6,209,387.8,16.9,38.6,rabi,1,red,1,mustard
65.73,39.78,74.99,6.98,48.2,20.4,498,580.5,33.1,75.1,rabi,1,red,1,orange
65.19,62.88,65.2,7.9,24.0,23.5,262,409.0,27.4,49.3,rabi,1,black_cotton,0,safflower
65.87,39.43,46.52,7.83,38.3,26.1,504,392.7,22.2,44.9,rabi,1,red,1,jowar_rabi
63.44,48.19,81.86,6.86,49.8,27.7,373,960.5,27.4,75.2,kharif,0,alluvial,2,orange
166.38,63.5,67.85,6.91,48.8,28.1,256,610.1,24.5,70.8,kharif,0,red,1,maize_kharif
83.45,79.84,86.02,7.41,52.8,21.8,242,389.8,21.2,48.0,rabi,1,alluvial,2,sunflower_rabi
28.1,57.17,42.34,6.06,50.7,28.6,155,523.7,25.2,57.8,kharif,0,alluvial,2,tur_arhar
73.52,43.89,87.04,7.2,42.0,22.3,699,177.1,31.6,60.7,zaid,2,red,1,grapes
17.03,45.48,52.28,6.95,54.3,30.4,326,531.0,27.3,53.4,kharif,0,sandy,4,moong_kharif
46.37,27.47,38.1,7.16,30.9,30.2,329,467.7,29.2,55.9,kharif,0,sandy,4,sesame
25.43,77.89,34.18,6.61,52.5,26.2,465,811.8,33.2,53.4,kharif,0,black_cotton,0,tur_arhar
177.82,103.04,101.75,7.35,76.1,26.8,778,886.0,23.5,68.6,rabi,1,alluvial,2,sugarcane
154.37,61.72,143.74,5.89,59.9,26.1,424,1042.5,26.4,66.3,kharif,0,laterite,3,turmeric
22.04,53.75,66.86,5.95,25.0,23.7,200,311.4,10.6,48.8,rabi,1,black_cotton,0,chickpea
168.58,54.51,110.1,5.83,61.2,20.6,357,756.5,23.1,85.9,kharif,0,laterite,3,turmeric
70.36,55.61,55.74,6.05,50.5,31.1,549,519.5,25.8,53.6,kharif,0,red,1,jowar_kharif
20.5,55.9,48.2,7.27,44.4,26.3,242,458.4,34.0,61.2,kharif,0,alluvial,2,moong_kharif
43.42,41.38,44.19,7.18,47.9,22.8,307,357.7,22.0,42.1,rabi,1,black_cotton,0,safflower
30.93,54.28,54.68,6.81,37.2,28.8,274,632.5,35.6,69.7,kharif,0,sandy,4,moong_kharif
76.46,60.78,41.13,7.07,35.8,29.8,490,366.6,25.7,76.2,kharif,0,alluvial,2,jowar_kharif
87.29,66.24,67.8,5.98,44.7,18.7,557,299.0,19.3,65.2,rabi,1,black_cotton,0,wheat
118.5,92.33,76.23,7.4,46.9,22.5,531,597.7,31.8,62.8,kharif,0,alluvial,2,maize_kharif
89.09,55.27,44.73,6.49,28.1,32.3,316,291.3,32.6,42.0,kharif,0,red,1,bajra
82.42,71.23,79.62,6.9,67.0,26.8,348,474.0,29.2,63.0,kharif,0,sandy,4,cucumber
29.52,53.43,59.02,6.41,35.6,22.1,357,259.1,20.6,48.6,rabi,1,red,1,chickpea
28.2,49.6,59.1,7.05,30.8,33.4,320,477.8,26.3,65.9,kharif,0,alluvial,2,moong_kharif
36.07,51.94,55.77,7.67,33.6,15.5,276,267.2,21.5,37.8,rabi,1,red,1,chickpea
94.99,46.34,30.03,7.02,37.5,35.0,300,383.6,39.3,64.0,kharif,0,red,1,bajra
70.35,59.47,46.74,6.39,56.6,14.6,318,260.7,11.1,47.5,rabi,1,red,1,linseed
21.02,58.27,48.06,7.36,35.3,18.7,151,293.0,21.7,45.4,rabi,1,alluvial,2,moong_rabi
147.42,74.72,76.07,7.08,56.0,32.9,444,452.1,27.9,53.0,kharif,0,black_cotton,0,cotton
72.83,81.32,62.74,7.23,40.9,20.8,424,295.3,20.5,56.1,rabi,1,black_cotton,0,sunflower_rabi
18.8,53.01,39.82,6.62,31.1,26.2,370,402.9,37.1,61.6,kharif,0,sandy,4,moong_kharif
82.59,37.96,100.36,6.58,36.7,18.1,1192,304.6,22.5,44.2,rabi,1,red,1,grapes
22.44,61.6,48.81,6.1,47.9,27.6,293,582.2,25.0,67.1,kharif,0,alluvial,2,tur_arhar
91.93,68.43,89.61,6.91,46.4,29.1,942,414.3,26.5,56.9,rabi,1,alluvial,2,pomegranate
71.14,68.39,64.87,7.45,57.4,25.1,469,463.1,18.9,46.5,rabi,1,black_cotton,0,jowar_rabi
201.16,74.79,142.88,7.52,61.0,28.4,744,771.0,26.5,77.7,rabi,1,alluvial,2,sugarcane
86.64,46.16,53.62,6.74,34.2,26.8,376,453.8,35.1,63.7,kharif,0,sandy,4,bajra
34.93,85.42,67.83,7.03,42.6,26.0,305,406.1,28.6,56.5,kharif,0,red,1,groundnut
41.98,30.49,42.45,6.87,46.7,34.7,357,473.3,27.7,48.7,kharif,0,red,1,sesame
59.9,52.1,48.0,7.7,48.3,22.2,555,262.1,26.6,28.2,rabi,1,black_cotton,0,safflower
25.5,51.58,47.75,7.34,31.9,29.9,171,453.3,36.0,54.0,kharif,0,red,1,sesame
118.72,49.33,67.38,6.61,81.2,25.7,209,893.3,30.8,78.1,kharif,0,alluvial,2,rice
22.52,55.12,60.17,7.42,31.9,29.2,211,690.9,25.2,58.0,kharif,0,black_cotton,0,tur_arhar
97.25,61.81,52.94,6.32,33.4,12.8,553,245.5,14.8,30.5,rabi,1,alluvial,2,mustard
98.69,64.45,114.98,6.24,74.7,22.4,323,840.4,28.2,80.3,kharif,0,alluvial,2,turmeric
78.6,55.9,51.3,8.12,48.7,14.2,601,235.8,22.1,32.9,rabi,1,black_cotton,0,safflower
33.49,66.94,43.82,6.52,42.4,27.7,302,485.6,26.5,46.3,kharif,0,red,1,urad
15.92,84.1,64.86,6.07,50.0,28.5,271,777.1,35.2,71.9,kharif,0,red,1,groundnut
33.91,58.71,51.16,7.5,33.3,33.6,379,615.2,26.7,74.3,kharif,0,alluvial,2,urad
20.0,54.15,40.56,6.17,52.8,29.6,164,505.6,34.8,75.0,kharif,0,alluvial,2,urad
66.71,64.25,54.38,7.22,36.7,22.4,391,403.8,16.4,42.2,rabi,1,black_cotton,0,jowar_rabi
177.77,53.7,258.39,6.89,86.6,26.2,485,1148.0,22.3,81.6,kharif,0,alluvial,2,banana
71.02,55.0,47.32,6.15,56.8,18.5,258,372.1,17.6,38.4,rabi,1,red,1,linseed
97.43,55.22,125.6,6.71,54.4,22.0,615,530.8,26.8,60.5,rabi,1,black_cotton,0,chilli
